"season","team","opponent","playing","half","goals"
"2016/17","Southampton","Burnley",1,"second",3
"2016/17","Watford","Middlesbrough",0,"second",1
"2016/17","Burnley","Southampton",0,"second",1
"2016/17","Liverpool","Man Utd",1,"second",0
"2016/17","Man Utd","Liverpool",0,"second",0
"2016/17","Arsenal","Middlesbrough",1,"second",0
"2016/17","Bournemouth","Tottenham",1,"second",0
"2016/17","Burnley","Everton",1,"second",1
"2016/17","Hull","Stoke",1,"second",0
"2016/17","Leicester","Crystal Palace",1,"second",2
"2016/17","Liverpool","West Brom",1,"second",0
"2016/17","Swansea","Watford",1,"second",0
"2016/17","West Ham","Sunderland",1,"second",1
"2016/17","Middlesbrough","Arsenal",0,"second",0
"2016/17","Tottenham","Bournemouth",0,"second",0
"2016/17","Everton","Burnley",0,"second",1
"2016/17","Stoke","Hull",0,"second",1
"2016/17","Crystal Palace","Leicester",0,"second",1
"2016/17","West Brom","Liverpool",0,"second",1
"2016/17","Watford","Swansea",0,"second",0
"2016/17","Sunderland","West Ham",0,"second",0
"2016/17","Chelsea","Man Utd",1,"second",2
"2016/17","Man City","Southampton",1,"second",1
"2016/17","Man Utd","Chelsea",0,"second",0
"2016/17","Southampton","Man City",0,"second",0
"2016/17","Crystal Palace","Liverpool",1,"second",0
"2016/17","Man Utd","Burnley",1,"second",0
"2016/17","Middlesbrough","Bournemouth",1,"second",1
"2016/17","Sunderland","Arsenal",1,"second",1
"2016/17","Tottenham","Leicester",1,"second",0
"2016/17","Watford","Hull",1,"second",1
"2016/17","West Brom","Man City",1,"second",0
"2016/17","Liverpool","Crystal Palace",0,"second",1
"2016/17","Burnley","Man Utd",0,"second",0
"2016/17","Bournemouth","Middlesbrough",0,"second",0
"2016/17","Arsenal","Sunderland",0,"second",3
"2016/17","Leicester","Tottenham",0,"second",1
"2016/17","Hull","Watford",0,"second",0
"2016/17","Man City","West Brom",0,"second",2
"2016/17","Everton","West Ham",1,"second",2
"2016/17","Southampton","Chelsea",1,"second",0
"2016/17","West Ham","Everton",0,"second",0
"2016/17","Chelsea","Southampton",0,"second",1
"2016/17","Stoke","Swansea",1,"second",2
"2016/17","Swansea","Stoke",0,"second",0
"2016/17","Bournemouth","Sunderland",1,"second",0
"2016/17","Burnley","Crystal Palace",1,"second",1
"2016/17","Chelsea","Everton",1,"second",2
"2016/17","Man City","Middlesbrough",1,"second",0
"2016/17","West Ham","Stoke",1,"second",1
"2016/17","Sunderland","Bournemouth",0,"second",1
"2016/17","Crystal Palace","Burnley",0,"second",2
"2016/17","Everton","Chelsea",0,"second",0
"2016/17","Middlesbrough","Man City",0,"second",1
"2016/17","Stoke","West Ham",0,"second",1
"2016/17","Arsenal","Tottenham",1,"second",0
"2016/17","Hull","Southampton",1,"second",2
"2016/17","Leicester","West Brom",1,"second",1
"2016/17","Liverpool","Watford",1,"second",3
"2016/17","Swansea","Man Utd",1,"second",1
"2016/17","Tottenham","Arsenal",0,"second",1
"2016/17","Southampton","Hull",0,"second",0
"2016/17","West Brom","Leicester",0,"second",2
"2016/17","Watford","Liverpool",0,"second",1
"2016/17","Man Utd","Swansea",0,"second",0
"2016/17","Crystal Palace","Man City",1,"second",1
"2016/17","Everton","Swansea",1,"second",1
"2016/17","Man Utd","Arsenal",1,"second",1
"2016/17","Southampton","Liverpool",1,"second",0
"2016/17","Stoke","Bournemouth",1,"second",0
"2016/17","Sunderland","Hull",1,"second",2
"2016/17","Tottenham","West Ham",1,"second",3
"2016/17","Watford","Leicester",1,"second",0
"2016/17","Man City","Crystal Palace",0,"second",1
"2016/17","Swansea","Everton",0,"second",0
"2016/17","Arsenal","Man Utd",0,"second",1
"2016/17","Liverpool","Southampton",0,"second",0
"2016/17","Bournemouth","Stoke",0,"second",0
"2016/17","Hull","Sunderland",0,"second",0
"2016/17","West Ham","Tottenham",0,"second",1
"2016/17","Leicester","Watford",0,"second",0
"2016/17","Middlesbrough","Chelsea",1,"second",0
"2016/17","Chelsea","Middlesbrough",0,"second",0
"2016/17","West Brom","Burnley",1,"second",1
"2016/17","Burnley","West Brom",0,"second",0
"2016/17","Burnley","Man City",1,"second",0
"2016/17","Chelsea","Tottenham",1,"second",1
"2016/17","Hull","West Brom",1,"second",1
"2016/17","Leicester","Middlesbrough",1,"second",1
"2016/17","Liverpool","Sunderland",1,"second",2
"2016/17","Swansea","Crystal Palace",1,"second",4
"2016/17","Man City","Burnley",0,"second",1
"2016/17","Tottenham","Chelsea",0,"second",0
"2016/17","West Brom","Hull",0,"second",0
"2016/17","Middlesbrough","Leicester",0,"second",1
"2016/17","Sunderland","Liverpool",0,"second",0
"2016/17","Crystal Palace","Swansea",0,"second",3
"2016/17","Arsenal","Bournemouth",1,"second",2
"2016/17","Man Utd","West Ham",1,"second",0
"2016/17","Southampton","Everton",1,"second",0
"2016/17","Watford","Stoke",1,"second",0
"2016/17","Bournemouth","Arsenal",0,"second",0
"2016/17","West Ham","Man Utd",0,"second",0
"2016/17","Everton","Southampton",0,"second",0
"2016/17","Stoke","Watford",0,"second",0
"2016/17","Crystal Palace","Southampton",1,"second",1
"2016/17","Man City","Chelsea",1,"second",0
"2016/17","Stoke","Burnley",1,"second",0
"2016/17","Sunderland","Leicester",1,"second",2
"2016/17","Tottenham","Swansea",1,"second",3
"2016/17","West Brom","Watford",1,"second",1
"2016/17","West Ham","Arsenal",1,"second",1
"2016/17","Southampton","Crystal Palace",0,"second",0
"2016/17","Chelsea","Man City",0,"second",3
"2016/17","Burnley","Stoke",0,"second",0
"2016/17","Leicester","Sunderland",0,"second",1
"2016/17","Swansea","Tottenham",0,"second",0
"2016/17","Watford","West Brom",0,"second",1
"2016/17","Arsenal","West Ham",0,"second",4
"2016/17","Bournemouth","Liverpool",1,"second",4
"2016/17","Everton","Man Utd",1,"second",1
"2016/17","Liverpool","Bournemouth",0,"second",1
"2016/17","Man Utd","Everton",0,"second",0
"2016/17","Middlesbrough","Hull",1,"second",1
"2016/17","Hull","Middlesbrough",0,"second",0
"2016/17","Arsenal","Stoke",1,"second",2
"2016/17","Burnley","Bournemouth",1,"second",1
"2016/17","Hull","Crystal Palace",1,"second",2
"2016/17","Leicester","Man City",1,"second",1
"2016/17","Swansea","Sunderland",1,"second",3
"2016/17","Watford","Everton",1,"second",2
"2016/17","Stoke","Arsenal",0,"second",0
"2016/17","Bournemouth","Burnley",0,"second",1
"2016/17","Crystal Palace","Hull",0,"second",3
"2016/17","Man City","Leicester",0,"second",2
"2016/17","Sunderland","Swansea",0,"second",0
"2016/17","Everton","Watford",0,"second",1
"2016/17","Chelsea","West Brom",1,"second",1
"2016/17","Liverpool","West Ham",1,"second",1
"2016/17","Man Utd","Tottenham",1,"second",0
"2016/17","Southampton","Middlesbrough",1,"second",1
"2016/17","West Brom","Chelsea",0,"second",0
"2016/17","West Ham","Liverpool",0,"second",0
"2016/17","Tottenham","Man Utd",0,"second",0
"2016/17","Middlesbrough","Southampton",0,"second",0
"2016/17","Bournemouth","Leicester",1,"second",0
"2016/17","Everton","Arsenal",1,"second",1
"2016/17","Leicester","Bournemouth",0,"second",0
"2016/17","Arsenal","Everton",0,"second",0
"2016/17","Crystal Palace","Man Utd",1,"second",1
"2016/17","Man City","Watford",1,"second",1
"2016/17","Middlesbrough","Liverpool",1,"second",0
"2016/17","Stoke","Southampton",1,"second",0
"2016/17","Sunderland","Chelsea",1,"second",0
"2016/17","Tottenham","Hull",1,"second",2
"2016/17","West Brom","Swansea",1,"second",3
"2016/17","West Ham","Burnley",1,"second",0
"2016/17","Man Utd","Crystal Palace",0,"second",1
"2016/17","Watford","Man City",0,"second",0
"2016/17","Liverpool","Middlesbrough",0,"second",2
"2016/17","Southampton","Stoke",0,"second",0
"2016/17","Chelsea","Sunderland",0,"second",0
"2016/17","Hull","Tottenham",0,"second",0
"2016/17","Swansea","West Brom",0,"second",1
"2016/17","Burnley","West Ham",0,"second",0
"2016/17","Crystal Palace","Chelsea",1,"second",0
"2016/17","Middlesbrough","Swansea",1,"second",1
"2016/17","Stoke","Leicester",1,"second",0
"2016/17","Sunderland","Watford",1,"second",1
"2016/17","West Brom","Man Utd",1,"second",0
"2016/17","West Ham","Hull",1,"second",1
"2016/17","Chelsea","Crystal Palace",0,"second",0
"2016/17","Swansea","Middlesbrough",0,"second",0
"2016/17","Leicester","Stoke",0,"second",2
"2016/17","Watford","Sunderland",0,"second",0
"2016/17","Man Utd","West Brom",0,"second",1
"2016/17","Hull","West Ham",0,"second",0
"2016/17","Bournemouth","Southampton",1,"second",0
"2016/17","Man City","Arsenal",1,"second",2
"2016/17","Tottenham","Burnley",1,"second",1
"2016/17","Southampton","Bournemouth",0,"second",2
"2016/17","Arsenal","Man City",0,"second",0
"2016/17","Burnley","Tottenham",0,"second",0
"2016/17","Everton","Liverpool",1,"second",0
"2016/17","Liverpool","Everton",0,"second",1
"2016/17","Arsenal","West Brom",1,"second",1
"2016/17","Burnley","Middlesbrough",1,"second",1
"2016/17","Chelsea","Bournemouth",1,"second",2
"2016/17","Hull","Man City",1,"second",0
"2016/17","Leicester","Everton",1,"second",0
"2016/17","Man Utd","Sunderland",1,"second",2
"2016/17","Swansea","West Ham",1,"second",1
"2016/17","Watford","Crystal Palace",1,"second",1
"2016/17","West Brom","Arsenal",0,"second",0
"2016/17","Middlesbrough","Burnley",0,"second",0
"2016/17","Bournemouth","Chelsea",0,"second",0
"2016/17","Man City","Hull",0,"second",3
"2016/17","Everton","Leicester",0,"second",2
"2016/17","Sunderland","Man Utd",0,"second",1
"2016/17","West Ham","Swansea",0,"second",3
"2016/17","Crystal Palace","Watford",0,"second",0
"2016/17","Liverpool","Stoke",1,"second",2
"2016/17","Stoke","Liverpool",0,"second",0
"2016/17","Southampton","Tottenham",1,"second",0
"2016/17","Tottenham","Southampton",0,"second",3
"2016/17","Hull","Everton",1,"second",1
"2016/17","Everton","Hull",0,"second",1
"2016/17","Burnley","Sunderland",1,"second",3
"2016/17","Chelsea","Stoke",1,"second",3
"2016/17","Leicester","West Ham",1,"second",0
"2016/17","Liverpool","Man City",1,"second",0
"2016/17","Man Utd","Middlesbrough",1,"second",2
"2016/17","Southampton","West Brom",1,"second",0
"2016/17","Swansea","Bournemouth",1,"second",0
"2016/17","Sunderland","Burnley",0,"second",1
"2016/17","Stoke","Chelsea",0,"second",2
"2016/17","West Ham","Leicester",0,"second",0
"2016/17","Man City","Liverpool",0,"second",0
"2016/17","Middlesbrough","Man Utd",0,"second",1
"2016/17","West Brom","Southampton",0,"second",1
"2016/17","Bournemouth","Swansea",0,"second",1
"2016/17","Arsenal","Crystal Palace",1,"second",1
"2016/17","Watford","Tottenham",1,"second",1
"2016/17","Crystal Palace","Arsenal",0,"second",0
"2016/17","Tottenham","Watford",0,"second",1
"2016/17","Everton","Southampton",1,"second",3
"2016/17","Man City","Burnley",1,"second",2
"2016/17","Middlesbrough","Leicester",1,"second",0
"2016/17","Sunderland","Liverpool",1,"second",1
"2016/17","West Brom","Hull",1,"second",3
"2016/17","West Ham","Man Utd",1,"second",0
"2016/17","Southampton","Everton",0,"second",0
"2016/17","Burnley","Man City",0,"second",1
"2016/17","Leicester","Middlesbrough",0,"second",0
"2016/17","Liverpool","Sunderland",0,"second",1
"2016/17","Hull","West Brom",0,"second",0
"2016/17","Man Utd","West Ham",0,"second",2
"2016/17","Bournemouth","Arsenal",1,"second",1
"2016/17","Crystal Palace","Swansea",1,"second",1
"2016/17","Stoke","Watford",1,"second",1
"2016/17","Arsenal","Bournemouth",0,"second",3
"2016/17","Swansea","Crystal Palace",0,"second",1
"2016/17","Watford","Stoke",0,"second",0
"2016/17","Tottenham","Chelsea",1,"second",1
"2016/17","Chelsea","Tottenham",0,"second",0
"2016/17","Burnley","Southampton",1,"second",1
"2016/17","Hull","Bournemouth",1,"second",2
"2016/17","Leicester","Chelsea",1,"second",0
"2016/17","Sunderland","Stoke",1,"second",0
"2016/17","Swansea","Arsenal",1,"second",0
"2016/17","Tottenham","West Brom",1,"second",2
"2016/17","Watford","Middlesbrough",1,"second",0
"2016/17","West Ham","Crystal Palace",1,"second",3
"2016/17","Southampton","Burnley",0,"second",0
"2016/17","Bournemouth","Hull",0,"second",0
"2016/17","Chelsea","Leicester",0,"second",2
"2016/17","Stoke","Sunderland",0,"second",0
"2016/17","Arsenal","Swansea",0,"second",3
"2016/17","West Brom","Tottenham",0,"second",0
"2016/17","Middlesbrough","Watford",0,"second",0
"2016/17","Crystal Palace","West Ham",0,"second",0
"2016/17","Everton","Man City",1,"second",3
"2016/17","Man Utd","Liverpool",1,"second",1
"2016/17","Man City","Everton",0,"second",0
"2016/17","Liverpool","Man Utd",0,"second",0
"2016/17","Bournemouth","Watford",1,"second",2
"2016/17","Crystal Palace","Everton",1,"second",0
"2016/17","Liverpool","Swansea",1,"second",2
"2016/17","Man City","Tottenham",1,"second",2
"2016/17","Middlesbrough","West Ham",1,"second",0
"2016/17","Stoke","Man Utd",1,"second",0
"2016/17","West Brom","Sunderland",1,"second",0
"2016/17","Watford","Bournemouth",0,"second",1
"2016/17","Everton","Crystal Palace",0,"second",1
"2016/17","Swansea","Liverpool",0,"second",3
"2016/17","Tottenham","Man City",0,"second",2
"2016/17","West Ham","Middlesbrough",0,"second",1
"2016/17","Man Utd","Stoke",0,"second",1
"2016/17","Sunderland","West Brom",0,"second",0
"2016/17","Arsenal","Burnley",1,"second",2
"2016/17","Chelsea","Hull",1,"second",1
"2016/17","Southampton","Leicester",1,"second",1
"2016/17","Burnley","Arsenal",0,"second",1
"2016/17","Hull","Chelsea",0,"second",0
"2016/17","Leicester","Southampton",0,"second",0
"2016/17","Arsenal","Watford",1,"second",1
"2016/17","Bournemouth","Crystal Palace",1,"second",0
"2016/17","Burnley","Leicester",1,"second",1
"2016/17","Liverpool","Chelsea",1,"second",1
"2016/17","Middlesbrough","West Brom",1,"second",0
"2016/17","Sunderland","Tottenham",1,"second",0
"2016/17","Swansea","Southampton",1,"second",1
"2016/17","Watford","Arsenal",0,"second",0
"2016/17","Crystal Palace","Bournemouth",0,"second",2
"2016/17","Leicester","Burnley",0,"second",0
"2016/17","Chelsea","Liverpool",0,"second",0
"2016/17","West Brom","Middlesbrough",0,"second",0
"2016/17","Tottenham","Sunderland",0,"second",0
"2016/17","Southampton","Swansea",0,"second",1
"2016/17","Man Utd","Hull",1,"second",0
"2016/17","Stoke","Everton",1,"second",0
"2016/17","West Ham","Man City",1,"second",0
"2016/17","Hull","Man Utd",0,"second",0
"2016/17","Everton","Stoke",0,"second",0
"2016/17","Man City","West Ham",0,"second",1
"2016/17","Chelsea","Arsenal",1,"second",2
"2016/17","Crystal Palace","Sunderland",1,"second",0
"2016/17","Everton","Bournemouth",1,"second",3
"2016/17","Hull","Liverpool",1,"second",1
"2016/17","Southampton","West Ham",1,"second",0
"2016/17","Tottenham","Middlesbrough",1,"second",1
"2016/17","Watford","Burnley",1,"second",0
"2016/17","West Brom","Stoke",1,"second",0
"2016/17","Arsenal","Chelsea",0,"second",1
"2016/17","Sunderland","Crystal Palace",0,"second",0
"2016/17","Bournemouth","Everton",0,"second",3
"2016/17","Liverpool","Hull",0,"second",0
"2016/17","West Ham","Southampton",0,"second",1
"2016/17","Middlesbrough","Tottenham",0,"second",0
"2016/17","Burnley","Watford",0,"second",1
"2016/17","Stoke","West Brom",0,"second",0
"2016/17","Leicester","Man Utd",1,"second",0
"2016/17","Man City","Swansea",1,"second",1
"2016/17","Man Utd","Leicester",0,"second",1
"2016/17","Swansea","Man City",0,"second",1
"2016/17","Arsenal","Hull",1,"second",1
"2016/17","Liverpool","Tottenham",1,"second",0
"2016/17","Man Utd","Watford",1,"second",1
"2016/17","Middlesbrough","Everton",1,"second",0
"2016/17","Stoke","Crystal Palace",1,"second",1
"2016/17","Sunderland","Southampton",1,"second",0
"2016/17","West Ham","West Brom",1,"second",2
"2016/17","Hull","Arsenal",0,"second",0
"2016/17","Tottenham","Liverpool",0,"second",0
"2016/17","Watford","Man Utd",0,"second",0
"2016/17","Everton","Middlesbrough",0,"second",0
"2016/17","Crystal Palace","Stoke",0,"second",0
"2016/17","Southampton","Sunderland",0,"second",2
"2016/17","West Brom","West Ham",0,"second",1
"2016/17","Burnley","Chelsea",1,"second",0
"2016/17","Swansea","Leicester",1,"second",0
"2016/17","Chelsea","Burnley",0,"second",0
"2016/17","Leicester","Swansea",0,"second",0
"2016/17","Bournemouth","Man City",1,"second",0
"2016/17","Man City","Bournemouth",0,"second",1
"2016/17","Chelsea","Swansea",1,"second",2
"2016/17","Crystal Palace","Middlesbrough",1,"second",0
"2016/17","Everton","Sunderland",1,"second",1
"2016/17","Hull","Burnley",1,"second",1
"2016/17","Watford","West Ham",1,"second",0
"2016/17","West Brom","Bournemouth",1,"second",0
"2016/17","Swansea","Chelsea",0,"second",0
"2016/17","Middlesbrough","Crystal Palace",0,"second",0
"2016/17","Sunderland","Everton",0,"second",0
"2016/17","Burnley","Hull",0,"second",1
"2016/17","West Ham","Watford",0,"second",1
"2016/17","Bournemouth","West Brom",0,"second",0
"2016/17","Tottenham","Stoke",1,"second",0
"2016/17","Stoke","Tottenham",0,"second",0
"2016/17","Leicester","Liverpool",1,"second",1
"2016/17","Liverpool","Leicester",0,"second",1
"2016/17","Leicester","Hull",1,"second",2
"2016/17","Liverpool","Arsenal",1,"second",1
"2016/17","Man Utd","Bournemouth",1,"second",0
"2016/17","Stoke","Middlesbrough",1,"second",0
"2016/17","Swansea","Burnley",1,"second",2
"2016/17","Watford","Southampton",1,"second",2
"2016/17","West Brom","Crystal Palace",1,"second",0
"2016/17","Hull","Leicester",0,"second",0
"2016/17","Arsenal","Liverpool",0,"second",1
"2016/17","Bournemouth","Man Utd",0,"second",0
"2016/17","Middlesbrough","Stoke",0,"second",0
"2016/17","Burnley","Swansea",0,"second",1
"2016/17","Southampton","Watford",0,"second",2
"2016/17","Crystal Palace","West Brom",0,"second",2
"2016/17","Sunderland","Man City",1,"second",0
"2016/17","Tottenham","Everton",1,"second",2
"2016/17","Man City","Sunderland",0,"second",1
"2016/17","Everton","Tottenham",0,"second",2
"2016/17","West Ham","Chelsea",1,"second",1
"2016/17","Chelsea","West Ham",0,"second",1
"2016/17","Man City","Stoke",1,"second",0
"2016/17","Stoke","Man City",0,"second",0
"2016/17","Bournemouth","West Ham",1,"second",2
"2016/17","Everton","West Brom",1,"second",1
"2016/17","Hull","Swansea",1,"second",2
"2016/17","West Ham","Bournemouth",0,"second",1
"2016/17","West Brom","Everton",0,"second",0
"2016/17","Swansea","Hull",0,"second",1
"2016/17","Liverpool","Burnley",1,"second",1
"2016/17","Burnley","Liverpool",0,"second",0
"2016/17","Bournemouth","Swansea",1,"second",1
"2016/17","Crystal Palace","Watford",1,"second",1
"2016/17","Everton","Hull",1,"second",3
"2016/17","Stoke","Chelsea",1,"second",0
"2016/17","Sunderland","Burnley",1,"second",0
"2016/17","West Brom","Arsenal",1,"second",2
"2016/17","West Ham","Leicester",1,"second",1
